c0,c1,c2,c3,Requested_tolerance,estimated_error,l0,l1,l2,l3,Total_retrieve_size,MaxErr,MSE,PSNR
4.43,2.84,4.81,5.24,9953.48,8262.88,15,10,8,6,10784266,1053.47,46324.6,53.3014
0.68,5.46,5.01,4.62,9953.48,7732.48,12,11,8,6,10901335,1044.25,47033.6,53.2354
5.21,5.11,1.04,0.88,9953.48,7209.28,14,9,6,4,2984139,4104.29,429004,43.6349
2.67,1.19,2.88,0.68,9953.48,9909.12,13,7,7,3,2249964,6711.62,585261,42.286
3.84,0.1,2.73,4.54,9953.48,6312.96,15,6,8,6,10113608,1998.28,108935,49.5878
2.5,0.42,1.48,2.74,9953.48,9232.64,13,7,6,5,4800982,2771.45,212638,46.6831
0.06,2.01,5.42,1.4,9953.48,9600,9,8,8,4,4312532,3939.42,438635,43.5385
3.86,1.05,4.76,3.35,9953.48,9897.28,15,8,8,5,6704735,1860.87,131494,48.7704
1.36,5.48,0.32,0.76,9953.48,9287.68,11,9,5,3,1376444,7859.34,765910,41.1177
0.37,2.28,4.85,4.29,9953.48,7215.36,12,10,8,6,10669903,1069.06,47328.4,53.2083
1.49,1.9,3.03,4.83,9953.48,7079.04,13,9,8,6,10495688,1072.94,47430.5,53.1989
1.01,3.98,5.28,4.93,9953.48,8325.76,13,10,8,6,10706073,1052.29,46501.1,53.2849
4.33,0.41,1.09,2.38,9953.48,7664.96,14,7,6,5,4839271,2784.45,212416,46.6876
5.53,3.73,0.06,3.11,9953.48,7992.64,14,9,4,5,4497881,7319.02,592178,42.235
2.57,5.43,1.51,3.87,9953.48,9901.76,14,11,7,5,6314827,2138.93,142286,48.4279
4.9,5.15,4.51,0.68,9953.48,8219.52,14,10,7,4,3888467,3822.68,373223,44.2398
4.56,4.11,4.77,2.22,9953.48,7660.8,14,10,8,5,7061079,1818.39,127171,48.9156
1.87,3.06,1.15,0.56,9953.48,8748.8,12,8,6,3,1673784,7111.37,626940,41.9872
3.1,3.7,4.65,1.75,9953.48,6537.6,14,10,8,5,7061079,1818.39,127171,48.9156
5.38,4.94,2.62,5.17,9953.48,8695.36,15,10,7,6,9806582,1508.37,61087.8,52.0999
3.93,4.74,2.82,0.26,9953.48,9370.24,13,9,6,3,1895817,7101.25,622724,42.0165
5.37,0.35,5.02,2.35,9953.48,7913.28,14,7,8,5,6510898,2087.25,143686,48.3854
3.85,1.69,4.76,1.29,9953.48,8709.44,14,8,8,4,4469903,3775.06,363192,44.3581
0.59,3.56,4.38,5.17,9953.48,8067.84,12,10,8,6,10669903,1069.06,47328.4,53.2083
1.64,3.33,2.28,0.35,9953.48,9661.44,11,8,6,3,1640900,7183.37,629717,41.968
1.66,4.24,1.68,4.27,9953.48,6688.64,14,10,7,6,9766678,1504.37,61128.9,52.097
4.17,3.76,3.2,3.42,9953.48,9257.28,14,10,8,5,7061079,1818.39,127171,48.9156
3.21,2.69,1.12,2.47,9953.48,8143.68,14,9,6,5,5179067,2757.68,197076,47.0132
1.74,3.23,0.51,1.02,9953.48,7316.48,12,9,5,4,2459361,5700.36,565464,42.4354
2.68,0.49,5.08,2.86,9953.48,9131.52,13,7,8,5,6472609,2117.75,143952,48.3773
1.57,4.25,0.38,0.32,9953.48,8312.32,11,8,4,3,959714,9545.71,1.02127e+06,39.8681
2.76,3.65,2.75,1.53,9953.48,9638.4,14,10,7,4,3888467,3822.68,373223,44.2398
5.14,2.25,1.49,4.63,9953.48,6637.12,15,10,7,6,9806582,1508.37,61087.8,52.0999
3.84,3.51,4.42,1.02,9953.48,9848.32,13,9,7,4,3639793,3819.02,374368,44.2265
2.13,5.37,5.17,0.01,9953.48,8777.01,12,8,7,0,2056502,11094,526666,42.7441
5.15,0.75,2.06,3.38,9953.48,9580.48,14,8,7,5,5687147,2181.03,146743,48.2939
2.1,0.09,4.35,2.04,9953.48,6723.84,13,6,8,5,6352132,2593.8,189317,47.1876
2.81,3.09,5.3,2.63,9953.48,9070.72,13,9,8,5,6812405,1850.69,128419,48.8732
5.54,4.84,1.28,1.63,9953.48,8695.36,15,10,7,4,3928371,3825.68,373174,44.2404
4.52,1.56,4.88,2.26,9953.48,7671.04,14,9,8,5,6850694,1828.19,128194,48.8808
2.87,2.16,1.81,2.31,9953.48,7229.12,14,9,7,5,5873010,2151.35,143568,48.3889
0.57,1.59,3.45,1.96,9953.48,8026.88,12,9,7,5,5798551,2169.35,144311,48.3665
2.07,1.65,4.88,0.63,9953.48,8636.8,13,8,8,3,3381581,6568.86,557663,42.4958
4.36,0.1,4.18,4,9953.48,6510.72,15,6,8,6,10113608,1998.28,108935,49.5878
0.89,2.78,3.64,5.44,9953.48,7847.04,13,10,8,6,10706073,1052.29,46501.1,53.2849
0.18,0.66,4.05,2.59,9953.48,9881.6,10,8,7,5,5551909,2268.95,162533,47.8501
2.1,2.55,3.21,3.08,9953.48,8671.36,14,9,8,5,6850694,1828.19,128194,48.8808
4.01,1.6,4.44,0.1,9953.48,7829.28,14,8,8,0,3108645,11100.9,511073,42.8747
5.15,1.07,2.17,4.68,9953.48,7370.72,15,9,7,6,9596197,1454.66,62084.2,52.0297
4,0.9,0.87,4.93,9953.48,7354.88,15,8,6,6,8716391,2149.28,120176,49.1613
0.11,4.3,1.93,2.32,9953.48,7334.4,10,10,7,5,5948157,2263.59,158132,47.9693
2.75,1.23,2.46,4.17,9953.48,5932.48,14,9,8,6,10533977,1072.94,47299.2,53.211
0.12,1.22,3.13,4.65,9953.48,6737.92,10,9,8,6,10398739,1207.52,63617.7,51.9237
1.84,3.75,5.14,0.67,9953.48,9198.08,13,9,8,3,3567444,6443.23,554359,42.5216
5.05,5.25,1.75,1.4,9953.48,8360,14,10,7,4,3888467,3822.68,373223,44.2398
4.42,5.1,0.63,2.75,9953.48,7716.48,14,10,6,5,5389452,2807.67,196109,47.0345
3.36,4.01,1.55,2.62,9953.48,9674.24,14,9,6,5,5179067,2757.68,197076,47.0132
3.22,0.1,3.92,0.03,9953.48,6218.38,12,5,7,0,1694308,10940.7,701753,41.4977
2.72,1.72,1.57,4.47,9953.48,6712.32,14,9,7,6,9556293,1450.66,62110.9,52.0278
5.34,4.72,0.3,0.45,9953.48,9244.16,12,8,4,3,992598,9605.71,1.01842e+06,39.8802
2.43,3.15,1.99,2.23,9953.48,7566.72,13,9,7,5,5834721,2173.85,143859,48.3801
4.79,2.47,1.09,2.75,9953.48,8649.92,14,9,6,5,5179067,2757.68,197076,47.0132
5.21,2.52,0.5,1.81,9953.48,9249.6,14,9,6,4,2984139,4104.29,429004,43.6349
3.57,3.47,0.16,3.59,9953.48,9779.84,13,9,4,5,4459592,7295.02,592375,42.2335
1.59,0.4,4.2,5.36,9953.48,8150.4,13,7,8,6,10155892,1443.88,62721.6,51.9853
3.25,3.82,3.47,5.5,9953.48,8001.6,14,10,8,6,10744362,1048.01,46398.4,53.2945
2.65,2.85,4.84,1.78,9953.48,6573.12,14,10,8,5,7061079,1818.39,127171,48.9156
1.06,3.22,5.43,1.75,9953.48,6844.16,13,10,8,5,7022790,1846.29,127367,48.9089
5.45,3.09,1.52,3.86,9953.48,9944.48,15,10,7,5,6123299,2156.18,142469,48.4223
1.68,0.87,4.44,2.44,9953.48,7823.36,13,8,8,5,6626542,1880.37,131706,48.7635
1.63,1.15,0.31,0.42,9953.48,8752.64,11,6,4,3,685304,9359.75,1.07867e+06,39.6306
0.61,4.92,0.07,4,9953.48,9551.36,11,10,4,5,4600923,7246.16,595036,42.2141
4.35,1.23,4.86,1.32,9953.48,8664,14,8,8,4,4469903,3775.06,363192,44.3581
0.91,5.39,3.01,2.74,9953.48,9500.16,12,10,7,5,6008936,2159.55,143235,48.399
3.79,0.59,0.32,3.37,9953.48,8937.92,14,7,5,5,4388952,3937.81,353803,44.4719
4.37,3.23,3.94,1.33,9953.48,8431.68,14,9,8,4,4655766,3646.42,359579,44.4015
5.52,3.02,3.01,3.82,9953.48,9839.36,15,10,8,5,7100983,1822.04,127144,48.9165
0.39,1.88,0.4,3.72,9953.48,9838.08,11,9,5,5,4621405,3884.61,342463,44.6134
2.83,0.33,3.3,0.43,9953.48,7758.72,13,6,7,3,2129487,7027,630193,41.9648
4.53,2.18,4.84,4.98,9953.48,8208.16,15,9,8,6,10573881,1084.94,47239.8,53.2164
1.08,2.66,3.37,1.34,9953.48,9758.72,12,9,7,4,3603623,3803.02,375040,44.2187
4.95,1.94,1.82,5.22,9953.48,7784.8,15,9,7,6,9596197,1454.66,62084.2,52.0297
2.21,1.38,3.4,0.65,9953.48,9795.84,12,8,7,3,2367727,6723.6,573371,42.3751
5.07,2.49,4.98,0.65,9953.48,8674.24,14,9,8,3,3605733,6421.55,554147,42.5232
3.12,3.29,2.39,2.23,9953.48,7956.48,14,9,7,5,5873010,2151.35,143568,48.3889
0.94,2.96,2.05,2.57,9953.48,8240.64,12,9,7,5,5798551,2169.35,144311,48.3665
5.33,4.42,2.97,0.05,9953.48,9859.44,13,9,6,0,1584592,11148.5,576744,42.3497
3.15,1.89,3.86,5.11,9953.48,7793.6,14,9,8,6,10533977,1072.94,47299.2,53.211
0.21,1.46,4.33,1.45,9953.48,9011.2,10,8,8,4,4334665,3639.41,379864,44.1632
2.6,0.41,0.02,4.64,9953.48,5208.32,14,8,4,6,7995301,7090.45,514703,42.8439
1.95,5.13,4.34,3.62,9953.48,6319.68,14,11,8,6,10975794,1053.31,46117.8,53.3208
3.9,3.25,5.32,3.29,9953.48,9940.16,15,10,8,5,7100983,1822.04,127144,48.9165
2.55,1.66,0.51,0.88,9953.48,6706.56,13,8,5,4,2309668,5805.91,568140,42.4149
1.38,3.94,3.25,3.89,9953.48,9927.04,14,11,8,5,7292511,1814.7,126951,48.9231
3.7,0.66,5.53,3.99,9953.48,5898.56,15,8,9,6,11611979,1137.73,46285.1,53.3051
2.25,5.06,2.98,2.71,9953.48,9393.28,13,10,7,5,6045106,2180.43,142726,48.4145
1.45,2.45,1.51,2.44,9953.48,8809.6,13,9,6,5,5140778,2741.68,197256,47.0092
4.77,5.09,2.32,4.32,9953.48,6013.6,15,11,8,6,11015698,1057.31,46051.3,53.3271
4.9,1.25,3.13,1.58,9953.48,8472.64,15,9,8,4,4695670,3662.42,359512,44.4024
3.24,4.04,1.36,3.01,9953.48,9570.56,14,10,6,5,5389452,2807.67,196109,47.0345
2.14,3.27,1.83,2.75,9953.48,8480,13,9,7,5,5834721,2173.85,143859,48.3801
2.94,3.34,1.12,2.8,9953.48,9071.36,13,9,6,5,5140778,2741.68,197256,47.0092
1.94,1.8,5.27,0.35,9953.48,9433.6,12,8,7,3,2367727,6723.6,573371,42.3751
3.15,1.18,3.04,4.9,9953.48,6976.96,14,9,8,6,10533977,1072.94,47299.2,53.211
4.46,5.41,4.62,0.27,9953.48,8613.12,13,9,7,3,2589760,6713.49,569651,42.4034
0.25,4.39,0.05,3.3,9953.48,8419.84,10,9,4,5,4362643,7443.99,608168,42.1193
5.06,4.74,2.55,1.82,9953.48,7026.24,15,10,7,5,6123299,2156.18,142469,48.4223
2.95,1.05,0.58,0.01,9953.48,8117.81,11,6,4,0,374079,11930.6,1.02695e+06,39.844
1.68,4.37,0.64,3.12,9953.48,8926.72,13,9,6,5,5140778,2741.68,197256,47.0092
1.7,0.78,4.82,4.52,9953.48,7550.08,14,8,8,6,10348114,1211.03,50879.3,52.8941
2.81,3.57,4.5,1.67,9953.48,9691.2,14,10,8,4,4866151,3618.56,358696,44.4122
2.68,1.53,0.91,4.92,9953.48,7379.2,14,9,6,6,8862350,1978.5,116592,49.2928
2.52,0.58,2.02,1.11,9953.48,9438.72,13,7,6,4,2606054,4283.78,444170,43.484
2.65,1.94,3.68,5.12,9953.48,7708.48,14,9,8,6,10533977,1072.94,47299.2,53.211
0.03,4.47,0.33,2.94,9953.48,8578.56,8,9,5,5,4554037,4904.04,659303,41.7686
2.48,3.08,4.47,3.49,9953.48,9909.76,14,10,8,5,7061079,1818.39,127171,48.9156
3.61,3.67,4.57,4.01,9953.48,6973.6,15,10,8,6,10784266,1053.47,46324.6,53.3014
2.64,4.18,5.52,1.88,9953.48,7296,14,10,8,5,7061079,1818.39,127171,48.9156
4.88,1.62,3.43,4.12,9953.48,6467.84,15,9,8,6,10573881,1084.94,47239.8,53.2164
4.94,1.76,3.66,2.96,9953.48,8465.6,15,9,8,5,6890598,1831.19,128181,48.8813
3.63,3.78,3.84,2.59,9953.48,9836.48,14,10,7,5,6083395,2152.43,142464,48.4225
4.57,2.22,0.95,5.2,9953.48,7911.84,15,9,6,6,8902254,1986.5,116510,49.2958
3.21,3.88,4.58,3.17,9953.48,9933.12,14,9,8,5,6850694,1828.19,128194,48.8808
2.7,4.86,1.69,4.05,9953.48,6275.2,14,11,7,6,9998110,1509.66,60890.8,52.114
1.01,5.03,5.11,1,9953.48,7485.44,12,10,8,4,4791692,3634.56,359642,44.4008
1.61,2.66,5.44,1.51,9953.48,9857.28,12,9,8,4,4581307,3662.42,360497,44.3905
1.5,3.5,1.52,4.73,9953.48,6944,13,10,7,6,9728389,1506.37,61297.4,52.0851
1.61,0.37,1.98,1.29,9953.48,9923.84,12,7,6,4,2569884,4323.28,444983,43.4761
1.69,3.22,5.3,0.74,9953.48,9390.72,13,9,7,4,3639793,3819.02,374368,44.2265
2.36,1.36,0.93,3.78,9953.48,9117.44,14,9,7,5,5873010,2151.35,143568,48.3889
0.35,3.24,4.14,2.85,9953.48,8875.52,11,9,8,5,6743351,1918.19,132221,48.7465
0.2,4.94,5.39,2.24,9953.48,8081.92,10,10,8,5,6925841,1984.94,143168,48.401
3.26,1.6,2.99,4.47,9953.48,6569.92,15,9,8,6,10573881,1084.94,47239.8,53.2164
1.12,2.68,1.99,3.83,9953.48,6374.4,13,10,7,6,9728389,1506.37,61297.4,52.0851
4.84,2.41,5.43,4.19,9953.48,7456.64,15,10,8,6,10784266,1053.47,46324.6,53.3014
1.63,1.14,3.29,4.59,9953.48,6728.64,14,9,8,6,10533977,1072.94,47299.2,53.211
2.16,4.25,0.96,0.02,9953.48,9758.82,11,7,5,0,725423,11048.4,730492,41.3233
3.53,3.01,0.29,3.57,9953.48,9495.68,13,9,5,5,4690459,3884.61,338396,44.6652
4.09,2.66,1.78,0.3,9953.48,7988.48,12,8,6,3,1673784,7111.37,626940,41.9872
3.53,3.95,0.09,2.72,9953.48,7432,14,9,4,5,4497881,7319.02,592178,42.235
1.41,2.62,3.7,0.74,9953.48,7671.04,12,9,7,4,3603623,3803.02,375040,44.2187
0.57,1.3,5.19,2.09,9953.48,7676.16,12,8,8,5,6590372,1875.87,132394,48.7408
1.86,1,2.55,1.95,9953.48,7235.84,13,8,7,5,5648858,2203.53,146981,48.2869
2.53,2.47,0.99,2.85,9953.48,8658.56,13,9,6,5,5140778,2741.68,197256,47.0092
1.89,0.4,5.47,1.97,9953.48,7365.76,13,7,8,5,6472609,2117.75,143952,48.3773
3.42,1.47,3.08,4.47,9953.48,6585.28,15,9,8,6,10573881,1084.94,47239.8,53.2164
2.22,4.13,0.38,2.57,9953.48,7490.56,13,10,5,5,4900844,3938.77,337178,44.6809
1.01,1.98,0.59,2.37,9953.48,6698.24,12,9,6,5,5104608,2805.68,197929,46.9944
4.41,3.16,1.19,1.19,9953.48,9211.52,13,8,6,4,2759987,4129.45,432746,43.5972
2.08,1.82,3.63,0.41,9953.48,8273.92,12,8,7,3,2367727,6723.6,573371,42.3751
1.98,3.4,5.5,3.36,9953.48,8787.84,14,10,9,5,8285040,1800.38,122984,49.061
3.11,1.7,0.79,4.13,9953.48,9752.16,15,9,7,5,5912914,2154.35,143588,48.3883
1,1.74,2.1,2.36,9953.48,7557.12,12,9,7,5,5798551,2169.35,144311,48.3665
0.96,2,5.49,5.3,9953.48,8811.52,13,9,8,6,10495688,1072.94,47430.5,53.1989
2.88,1.15,5.3,2.21,9953.48,7920.64,14,8,8,5,6664831,1857.87,131533,48.7692
5.32,0.74,5.23,0.81,9953.48,9601.28,14,7,7,4,3338286,3755.94,389543,44.0539
0.38,1.11,2.12,0.9,9953.48,8791.04,10,8,6,4,2663038,4255,449617,43.4311
2.58,3,2.9,3.54,9953.48,9201.28,14,10,8,5,7061079,1818.39,127171,48.9156
5.39,2.56,2.72,1.09,9953.48,8733.12,14,8,7,4,3492219,3807.64,377636,44.1888
0.4,4.6,2.83,4.61,9953.48,6809.6,12,10,8,6,10669903,1069.06,47328.4,53.2083
3.13,0.31,4.62,3.79,9953.48,6613.92,15,7,8,6,10234085,1431.88,62509.5,52
1.44,3.21,5.45,3.06,9953.48,9560.32,13,10,8,5,7022790,1846.29,127367,48.9089
1.67,1.19,5.15,2.27,9953.48,8001.92,13,8,8,5,6626542,1880.37,131706,48.7635
4.8,2.32,1.54,3.95,9953.48,5995.52,15,10,7,6,9806582,1508.37,61087.8,52.0999
4,2.16,1.9,5.39,9953.48,8081.92,15,9,7,6,9596197,1454.66,62084.2,52.0297
5.22,0.18,2.34,3.7,9953.48,9043.52,15,7,8,5,6550802,2099.25,143692,48.3852
4.75,0.33,5.24,5.09,9953.48,8308.96,15,7,8,6,10234085,1431.88,62509.5,52
2.12,2.03,0.01,1.61,9953.48,8069.12,12,8,3,4,1962526,13943.7,864613,40.5913
2.02,2.44,2.16,4.61,9953.48,7309.44,14,10,7,6,9766678,1504.37,61128.9,52.097
4.4,0.87,3.37,4.43,9953.48,6777.6,15,8,8,6,10388018,1206.53,50793.7,52.9014
1.63,4.61,5.49,3.66,9953.48,9248.32,14,11,9,5,8516472,1802.02,122788,49.0679
4.99,4.99,3.22,2.13,9953.48,8378.08,15,10,7,5,6123299,2156.18,142469,48.4223
1.65,3.19,0.56,5.12,9953.48,6903.68,13,10,6,6,9034446,1941.96,115805,49.3222
0.17,5.16,4.82,4.42,9953.48,7367.68,11,11,8,6,10868451,1129.3,49816.4,52.9858
2.8,4.12,0.6,4.51,9953.48,6464,14,10,6,6,9072735,1920.08,115747,49.3244
2.32,1.61,1.83,5.02,9953.48,7500.8,14,9,7,6,9556293,1450.66,62110.9,52.0278
3.35,1.75,3.5,0.27,9953.48,6906.24,13,8,7,3,2403897,6724.85,572791,42.3795
2.18,4.36,2.44,3.27,9953.48,9893.12,13,10,7,5,6045106,2180.43,142726,48.4145
5.14,5.12,3.63,0.7,9953.48,7404.16,14,10,7,4,3888467,3822.68,373223,44.2398
3.52,2.58,2.77,0.79,9953.48,6958.08,13,9,7,4,3639793,3819.02,374368,44.2265
0.79,3.38,3.65,0.53,9953.48,9146.88,11,9,7,3,2520706,6784.24,573563,42.3737
4.44,5.45,2.38,0.47,9953.48,7824.64,14,9,7,3,2628049,6681.49,569373,42.4055
4.23,1.11,2.41,1.23,9953.48,8344.96,13,8,7,4,3453930,3833.64,377764,44.1873
4.72,2.59,0.47,4.05,9953.48,9664,15,10,6,5,5429356,2799.67,196060,47.0356
1.33,1.75,0.6,0.65,9953.48,9914.88,11,7,5,3,1036648,7849.59,781721,41.029
4.7,4.14,3.58,0.55,9953.48,9532.16,13,9,7,3,2589760,6713.49,569651,42.4034
1.68,2.17,2.02,2.48,9953.48,7810.56,13,9,7,5,5834721,2173.85,143859,48.3801
4.72,2.73,5.04,4.76,9953.48,7879.68,15,10,8,6,10784266,1053.47,46324.6,53.3014
1.89,5.26,2.72,3.16,9953.48,9654.08,14,11,7,5,6314827,2138.93,142286,48.4279
2.69,3.17,1.27,3.49,9953.48,8939.84,14,10,7,5,6083395,2152.43,142464,48.4225
2.62,3.79,2.4,3.54,9953.48,9047.68,14,10,8,5,7061079,1818.39,127171,48.9156
1.04,0.4,1.25,4.29,9953.48,5944.32,13,8,7,6,9332141,1474.87,65671.7,51.7857
2.59,5.51,1.56,0.67,9953.48,9554.56,13,10,6,3,2106202,7051.69,621741,42.0234
2.59,1.73,3.44,0.62,9953.48,9818.88,12,8,7,3,2367727,6723.6,573371,42.3751
0.08,2.77,0.3,4.58,9953.48,5699.84,10,10,6,6,8937497,2034.93,132425,48.7398
0.58,2.15,2.78,3.17,9953.48,8540.16,12,9,8,5,6776235,1846.19,129002,48.8535
3.94,1.16,3.11,5.17,9953.48,7246.4,15,9,8,6,10573881,1084.94,47239.8,53.2164
2.53,5.14,2.42,0.44,9953.48,7560.32,13,9,7,3,2589760,6713.49,569651,42.4034
5.39,3.81,1.52,0.95,9953.48,8152,14,9,6,4,2984139,4104.29,429004,43.6349
1.89,5.33,0.85,5.31,9953.48,7920.96,14,10,6,6,9072735,1920.08,115747,49.3244
1.88,0.66,1.7,4.13,9953.48,6368,14,8,7,6,9370430,1472.87,65526.8,51.7953
1.11,1.38,1.54,3.33,9953.48,9245.44,12,8,7,5,5612688,2199.03,147538,48.2705
2.8,1.73,4.28,2.85,9953.48,8560.64,14,9,8,5,6850694,1828.19,128194,48.8808
3.19,5.16,3.09,4.91,9953.48,7042.24,14,11,8,6,10975794,1053.31,46117.8,53.3208
0.22,4.56,1.95,4.46,9953.48,6912,11,11,7,6,9890767,1507.66,64790.2,51.8444
4.9,2.89,2.25,0.79,9953.48,9672.32,14,9,7,3,2628049,6681.49,569373,42.4055
1.18,0.92,5.02,3.07,9953.48,9479.68,12,8,8,5,6590372,1875.87,132394,48.7408
3.51,2.66,5.18,4.61,9953.48,7769.44,15,10,8,6,10784266,1053.47,46324.6,53.3014
3.35,4.98,3.91,3.2,9953.48,9300.16,14,10,8,5,7061079,1818.39,127171,48.9156
4.17,2.04,0.7,1.43,9953.48,9902.4,14,8,5,4,2347957,5805.91,567949,42.4164
4.73,1.89,0.33,0.54,9953.48,9667.84,12,7,4,3,838665,9508.51,1.03026e+06,39.83
2.61,5.36,3.02,1.01,9953.48,8768.64,13,9,7,4,3639793,3819.02,374368,44.2265
1.77,0.82,4.68,2.87,9953.48,8807.04,13,8,8,5,6626542,1880.37,131706,48.7635
0.86,1.81,0.03,2.04,9953.48,9884.16,12,8,3,4,1962526,13943.7,864613,40.5913
4.8,4.02,0.18,1.31,9953.48,8176.64,13,9,4,4,2264664,7582.58,817548,40.8344
1.23,1.61,0.59,3.01,9953.48,9562.88,12,8,5,5,4468426,4159.57,341775,44.6221
4.77,0.38,3.16,5.33,9953.48,7541.28,15,7,8,6,10234085,1431.88,62509.5,52
5.36,1.19,3.51,1.66,9953.48,9291.52,15,8,8,4,4509807,3791.06,363098,44.3593
0.22,3.72,4.23,2.75,9953.48,8386.56,10,10,8,5,6925841,1984.94,143168,48.401
0.47,3.97,1.12,4.36,9953.48,6179.84,12,10,7,6,9692219,1454.37,61993.4,52.036
1.61,1.96,3.33,3.11,9953.48,8679.04,13,9,8,5,6812405,1850.69,128419,48.8732
3.06,4.48,0.9,0.01,9953.48,9518.13,11,7,5,0,725423,11048.4,730492,41.3233
3.39,3.61,1.89,1.85,9953.48,6294.72,14,10,7,5,6083395,2152.43,142464,48.4225
3.92,5.34,1.71,0.52,9953.48,9630.72,12,9,6,3,1859647,7100,623420,42.0117
1.98,3.19,5.05,0.34,9953.48,9843.2,12,8,7,3,2367727,6723.6,573371,42.3751
5.31,0.75,2.24,5.18,9953.48,8067.04,15,8,7,6,9410334,1476.87,65473.9,51.7988
1.61,0.41,0.96,3.91,9953.48,9513.6,13,7,7,5,5494925,2566.02,159540,47.9308
0.08,3.24,2.73,1.05,9953.48,8007.68,9,9,7,4,3520711,4219.02,450871,43.419
3.77,0.9,2.32,3.7,9953.48,9056.16,15,9,8,5,6890598,1831.19,128181,48.8813
0.02,3.56,1.29,0.51,9953.48,8724.48,7,8,6,3,1560956,8708.45,1.99527e+06,36.9595
1.68,1.66,1.63,3.82,9953.48,6059.52,14,9,7,6,9556293,1450.66,62110.9,52.0278
2.23,2.18,5.21,3.61,9953.48,9077.44,14,10,9,5,8285040,1800.38,122984,49.061
4.68,1.89,5.22,1.23,9953.48,8828.16,14,8,8,4,4469903,3775.06,363192,44.3581
3.12,4,4.1,1.06,9953.48,9763.84,13,9,7,4,3639793,3819.02,374368,44.2265
1.56,1.92,2.87,0.05,9953.48,9564.4,11,8,6,0,1329675,11088.8,583774,42.297
3.49,4.4,1.19,0.22,9953.48,9828.48,13,9,5,2,1140102,12703.1,719131,41.3914
0.26,0.59,0.62,1.32,9953.48,9287.68,10,6,5,4,1938309,6010.31,641752,41.8858
1.44,5.39,1.3,0.33,9953.48,9776.64,11,9,5,3,1376444,7859.34,765910,41.1177
4.19,0.08,0.19,0.45,9953.48,6434.56,12,4,4,3,576952,11199.3,1.51885e+06,38.1443
1.52,4.09,3.22,2.32,9953.48,8669.44,13,10,7,5,6045106,2180.43,142726,48.4145
2.8,5.46,2.92,3.68,9953.48,9820.16,14,10,8,5,7061079,1818.39,127171,48.9156
1,4.13,4.49,0.78,9953.48,8977.92,12,9,7,4,3603623,3803.02,375040,44.2187
2.36,1.46,1.99,4.29,9953.48,6880,14,9,7,6,9556293,1450.66,62110.9,52.0278
5.31,5.25,5.09,1.34,9953.48,8936.64,14,10,8,4,4866151,3618.56,358696,44.4122
4.28,1.52,2.71,2.77,9953.48,9363.2,14,8,7,5,5687147,2181.03,146743,48.2939
2.99,3.5,3.68,5.46,9953.48,8018.88,14,10,8,6,10744362,1048.01,46398.4,53.2945
0.06,0.43,2.44,2.36,9953.48,7833.6,9,7,7,5,5375843,2806.02,237473,46.2034
0.38,0.95,1.38,3.66,9953.48,9492.48,11,8,7,5,5579804,2271.03,150809,48.1752
2.77,3.08,3.94,5.09,9953.48,7712.32,14,10,8,6,10744362,1048.01,46398.4,53.2945
1.45,4.09,3.43,0.88,9953.48,8349.44,12,9,7,4,3603623,3803.02,375040,44.2187
1.28,1.98,4.6,2.01,9953.48,7060.48,13,9,8,5,6812405,1850.69,128419,48.8732
3.98,2.16,4.45,1.2,9953.48,7873.92,14,9,8,4,4655766,3646.42,359579,44.4015
4.66,5.27,0.59,4.98,9953.48,6719.68,15,11,6,6,9344071,1923.87,115350,49.3393
0.32,3.05,1.33,3.73,9953.48,9863.68,11,9,7,5,5765667,2241.35,147796,48.2629
4.49,4.67,3.86,3.63,9953.48,9781.28,15,11,8,5,7332415,1817.7,126931,48.9238
3.96,0.89,2.22,3.99,9953.48,9599.36,15,9,8,5,6890598,1831.19,128181,48.8813
2.08,3.18,0.16,5.02,9953.48,6269.44,14,10,5,6,8622416,3713.28,254367,45.9049
2.61,0.87,0.47,1.9,9953.48,9273.92,14,8,6,4,2798276,4148.5,432728,43.5973
2.83,2.1,5.02,4.03,9953.48,7011.04,15,10,8,6,10784266,1053.47,46324.6,53.3014
5.19,5.37,2.69,2.35,9953.48,8420.8,14,10,7,5,6083395,2152.43,142464,48.4225
5.5,0.52,4.09,5.48,9953.48,8059.84,15,8,8,6,10388018,1206.53,50793.7,52.9014
4.73,4.86,3.5,0.39,9953.48,8325.76,13,9,7,3,2589760,6713.49,569651,42.4034
2.55,1.06,4.83,0.98,9953.48,9665.92,13,8,7,4,3453930,3833.64,377764,44.1873
0.06,1.35,2.23,1.31,9953.48,8401.92,9,8,7,4,3334848,4233.64,453774,43.3911
5.07,2.77,1.91,0.21,9953.48,9949.51,19,14,10,0,7355846,11020.1,500726,42.9635
0.4,2.83,1.12,1.85,9953.48,6909.44,11,9,6,5,5071724,2693.68,200969,46.9282
4.75,4.83,3.46,3.77,9953.48,9877.6,15,11,8,5,7332415,1817.7,126931,48.9238
3.37,0.44,4.26,0.83,9953.48,8428.16,13,7,7,4,3299997,3780.35,389765,44.0515
1.55,5.32,1.34,1.62,9953.48,8787.84,13,10,7,4,3850178,3848.68,373374,44.238
1.96,2.7,0.25,3.17,9953.48,8332.8,13,9,5,5,4690459,3884.61,338396,44.6652
2.26,4.29,5.3,3.05,9953.48,9653.76,13,10,8,5,7022790,1846.29,127367,48.9089
2.78,3.53,0.65,0.56,9953.48,9768.96,11,8,5,3,1190581,7755.52,768766,41.1016
