c0,c1,c2,c3,Requested_tolerance,estimated_error,l0,l1,l2,l3,Total_retrieve_size,MaxErr,MSE,PSNR
3.52,3.88,0.43,2.52,11586.2,9809.92,6,7,7,8,16299,3163.93,54.5056,83.9144
0.26,1.69,2.1,2.24,11586.2,10885.1,4,6,8,8,16043,2378.42,54.9052,83.8827
0.23,4.04,2.43,4.62,11586.2,9405.44,5,7,9,9,26184,1232.9,33.3991,86.0415
0.61,2.65,3.58,2.66,11586.2,10782.7,5,7,9,8,20188,1515.58,37.0882,85.5865
2.22,3.25,1.8,1.62,11586.2,9236.48,6,7,8,8,17917,2066.06,40.4065,85.2143
4.21,0.29,2.96,2.66,11586.2,10150.4,6,5,9,8,18608,1987.22,52.1213,84.1087
2.7,0.74,2.68,3.94,11586.2,8227.84,6,6,9,9,25318,1556.83,36.6919,85.6331
3.17,1.75,1.47,2.72,11586.2,11184.6,6,6,8,8,16620,2145.77,46.3457,84.6187
5.07,3.64,0.68,1.27,11586.2,11148.8,6,7,7,7,11899,3777.34,62.0594,83.3508
3.61,3.19,4.38,0.06,11586.2,10641.9,6,6,9,4,10609,19679,130.861,80.1107
5.23,3.87,0.64,1.01,11586.2,10078.7,6,7,7,7,11899,3777.34,62.0594,83.3508
2.26,0.36,2.72,3.22,11586.2,10695.7,6,5,9,8,18608,1987.22,52.1213,84.1087
4.8,0.33,0.66,1,11586.2,9379.84,6,4,7,7,9459,3822.24,91.6624,81.6569
4,3.49,2.54,5.14,11586.2,10675.2,6,7,9,9,26615,1232.9,30.784,86.3956
2.78,3.96,3.17,3.72,11586.2,9794.56,6,7,9,9,26615,1232.9,30.784,86.3956
4.23,2.56,1.3,0.27,11586.2,10790.4,6,6,8,5,8647,9506.69,83.3993,82.0672
2.08,0.96,1.71,4.52,11586.2,9646.08,6,6,8,9,22616,1839.21,42.6652,84.9781
3.04,5.32,5.26,4.72,11586.2,10639.4,7,7,10,9,31572,1076.34,23.3232,87.601
3.34,1.27,1.94,0.04,11586.2,10905.6,5,5,8,3,6027,27671.4,158.476,79.2792
0.15,5.52,4.78,2.35,11586.2,10240,4,7,10,8,24411,1659.42,38.5548,85.4181
5.52,4.75,3.81,0.79,11586.2,10982.4,6,7,9,7,16219,2794.42,42.8156,84.9628
2.37,3.92,1.08,3.1,11586.2,11174.4,6,7,8,8,17917,2066.06,40.4065,85.2143
1.64,5.06,5.49,3.42,11586.2,9323.52,6,7,10,9,30984,1076.34,26.3062,87.0783
2.01,4.79,0.66,4.83,11586.2,9264.64,6,7,8,9,23913,1614.88,36.7337,85.6282
2.08,0.8,2.68,0.72,11586.2,11141.1,5,5,8,7,11075,3491.65,68.9287,82.8948
1.31,4.76,1.12,2.71,11586.2,10951.7,5,7,8,8,17486,2066.06,43.0699,84.9371
4.83,1.73,1.59,2.57,11586.2,11527.7,6,6,8,8,16620,2145.77,46.3457,84.6187
1.48,2.26,4.95,2.77,11586.2,9743.36,6,7,10,8,24988,1441.18,29.9733,86.5115
2.65,5.47,3.12,4.87,11586.2,11321.6,7,7,9,9,27203,1232.9,27.791,86.8398
4.12,1.44,2.78,2.12,11586.2,9717.76,6,6,9,8,19322,1632.33,40.3828,85.2169
3.25,3.72,1.78,1.94,11586.2,10355.2,6,7,8,8,17917,2066.06,40.4065,85.2143
5.21,5.51,4.48,3.91,11586.2,10668.8,7,8,9,9,29853,1197.35,23.6746,87.536
0.28,0.47,2.9,0.15,11586.2,10895.4,3,4,8,5,6821,9741.02,117.464,80.5798
1.39,3.64,1,2.45,11586.2,9640.96,5,7,8,8,17486,2066.06,43.0699,84.9371
2.2,3.69,2.29,4.65,11586.2,9559.04,6,7,9,9,26615,1232.9,30.784,86.3956
2.07,2.57,1.47,1.52,11586.2,11082.2,6,7,8,7,13517,3651.63,48.5953,84.4129
5.15,2.83,2.04,2.4,11586.2,11201.3,7,7,8,8,18505,2066.06,37.4279,85.5469
4.72,5.47,1.29,2.59,11586.2,11351,7,7,8,8,18505,2066.06,37.4279,85.5469
1.91,3.37,4.38,2.46,11586.2,9495.04,6,7,10,8,24988,1441.18,29.9733,86.5115
1.39,5.22,0.64,5.42,11586.2,11555.8,5,7,7,9,21864,3024.3,53.133,84.0252
4.56,3.56,0.7,2.52,11586.2,11018.2,6,7,7,8,16299,3163.93,54.5056,83.9144
0.16,3.42,3.53,2.91,11586.2,11489.3,4,7,9,8,20042,1682.4,43.0353,84.9406
1.46,4.52,3.08,5.07,11586.2,11033.6,6,7,9,9,26615,1232.9,30.784,86.3956
2.87,2.15,1.03,5.09,11586.2,10257.9,6,6,8,9,22616,1839.21,42.6652,84.9781
0.86,2.99,1.7,4.54,11586.2,10101.8,5,7,8,9,23482,1515.08,39.3912,85.3248
0.91,0.02,5.38,4.07,11586.2,10306.6,5,3,9,9,23557,4657.45,72.611,82.6688
0.42,4.86,0.95,1.92,11586.2,8581.12,5,7,8,8,17486,2066.06,43.0699,84.9371
1.29,3.45,0.26,0.59,11586.2,11156.5,5,6,6,6,7527,8252.06,103.014,81.1499
1.63,2.22,3.17,3.95,11586.2,8844.8,6,7,9,9,26615,1232.9,30.784,86.3956
1.07,2.66,4.14,0.85,11586.2,10992.6,5,6,9,7,14491,3147.12,51.3612,84.1725
0.8,3.78,2.89,2.52,11586.2,10465.3,5,7,9,8,20188,1515.58,37.0882,85.5865
2.77,1.4,1.52,5.04,11586.2,10416.6,6,6,8,9,22616,1839.21,42.6652,84.9781
3.8,1.64,0.45,5.49,11586.2,10117.1,6,6,7,9,20998,2858.37,56.3651,83.7687
2.56,3.58,1.25,2.16,11586.2,9472,6,7,8,8,17917,2066.06,40.4065,85.2143
1.42,4.73,5.11,4.55,11586.2,10060.8,6,7,10,9,30984,1076.34,26.3062,87.0783
0.42,0.26,5.05,2.17,11586.2,10362.9,5,5,9,8,18177,2109.48,54.7331,83.8963
0.91,5.42,5.24,5.11,11586.2,11156.5,5,7,10,9,30553,1076.34,28.9479,86.6627
3.77,1.74,1.71,3.99,11586.2,8961.28,7,7,8,9,24501,1578.88,33.7538,85.9956
2.95,1.79,3.9,0.19,11586.2,9694.72,6,6,9,5,11349,9237.37,77.7798,82.3702
3.63,3.1,5.22,4.1,11586.2,8922.88,7,7,10,9,31572,1076.34,23.3232,87.601
4.46,2.83,1.46,2.1,11586.2,9881.6,6,7,8,8,17917,2066.06,40.4065,85.2143
4.77,0.4,2.13,0.88,11586.2,10007,6,5,8,7,11506,3323.84,66.2824,83.0649
2.24,3.6,1.34,3.51,11586.2,8755.2,6,7,8,9,23913,1614.88,36.7337,85.6282
3.96,4.3,2.78,3.22,11586.2,8852.48,7,7,9,9,27203,1232.9,27.791,86.8398
3.11,3.68,4.39,0.46,11586.2,10944,6,7,9,6,14253,5519.09,59.0512,83.5665
2.53,2.38,2.79,1.47,11586.2,10744.3,6,7,9,7,16219,2794.42,42.8156,84.9628
4.84,2.97,3.76,0.58,11586.2,10506.2,6,6,9,7,14922,3046.04,48.7242,84.4014
2.75,0.83,4.35,1.92,11586.2,9940.48,6,6,9,8,19322,1632.33,40.3828,85.2169
0.87,2.22,2.55,0.96,11586.2,9262.08,5,6,9,7,14491,3147.12,51.3612,84.1725
5.31,3.68,5.3,4.18,11586.2,9557.76,7,7,10,9,31572,1076.34,23.3232,87.601
4.31,3.09,2.65,1.84,11586.2,8615.68,7,7,9,8,21207,1467.63,31.4755,86.2991
2.21,4.62,4.48,0.41,11586.2,11443.2,5,7,9,6,13822,5513.62,61.6723,83.3779
1.8,4.03,2.02,0.2,11586.2,10398.7,5,7,8,5,9513,9572.4,80.1388,82.2404
5.45,3.57,2.64,3.69,11586.2,9007.36,7,7,9,9,27203,1232.9,27.791,86.8398
0.04,3.8,2.77,4.56,11586.2,9533.44,3,7,9,9,25932,1558.06,40.7565,85.1769
1.56,4.64,4.45,4.38,11586.2,9538.56,6,7,10,9,30984,1076.34,26.3062,87.0783
4.48,3.15,0.82,0.09,11586.2,10680.3,6,6,7,4,6289,19688.6,149.479,79.533
4.05,1.84,5.13,1.28,11586.2,9329.92,7,7,10,7,21176,2663.78,35.3762,85.7917
2.37,2.93,0.86,4.78,11586.2,8762.88,6,7,8,9,23913,1614.88,36.7337,85.6282
3.08,0.47,4.75,3.79,11586.2,9620.48,7,6,9,9,25906,1556.83,33.7102,86.0012
0.55,4.02,1.81,3.12,11586.2,10583,5,7,9,8,20188,1515.58,37.0882,85.5865
1.68,3.03,0.81,4.69,11586.2,8442.88,6,7,8,9,23913,1614.88,36.7337,85.6282
0.47,0.33,1.71,5.41,11586.2,9958.4,5,5,8,9,21471,2324.23,57.1191,83.711
1.43,3.18,3.26,5.07,11586.2,10890.2,5,7,9,9,26184,1232.9,33.3991,86.0415
4.35,2,2.94,2.36,11586.2,11005.4,6,6,9,8,19322,1632.33,40.3828,85.2169
0.55,0.74,3.08,3.51,11586.2,11381.8,5,6,9,8,18891,1806.92,43.0277,84.9414
1.64,1.81,4.78,2.92,11586.2,9774.08,6,7,10,8,24988,1441.18,29.9733,86.5115
0.86,4.75,2.3,3.96,11586.2,9282.56,5,7,9,9,26184,1232.9,33.3991,86.0415
1.73,0.05,5.36,2.02,11586.2,10273.3,6,4,9,8,18179,3047.35,64.3231,83.1952
3.02,1.96,1.12,5.05,11586.2,10245.1,6,6,8,9,22616,1839.21,42.6652,84.9781
0.25,2.28,2.8,1.68,11586.2,11171.8,4,7,9,7,15642,2875.82,51.3853,84.1705
3.5,5.18,0.26,1.95,11586.2,8606.72,6,7,7,8,16299,3163.93,54.5056,83.9144
4.98,3.6,3.87,0.89,11586.2,10726.4,6,7,9,7,16219,2794.42,42.8156,84.9628
4.31,0.41,5.17,1.57,11586.2,9900.8,7,5,9,8,19196,2043.22,49.1377,84.3647
2,4.06,1.87,4.97,11586.2,11509.8,6,7,8,9,23913,1614.88,36.7337,85.6282
4.46,0.13,3.44,1.02,11586.2,9374.72,6,4,9,7,13779,3966.31,72.5707,82.6712
4.59,0.33,2.48,3.89,11586.2,7786.24,7,5,9,9,25192,1556.83,45.3751,84.7107
0.25,1.75,4.21,1.79,11586.2,9896.96,5,6,9,8,18891,1806.92,43.0277,84.9414
3.6,3.27,4.02,4.04,11586.2,10388.5,7,7,9,9,27203,1232.9,27.791,86.8398
3.86,3.53,5.12,2.01,11586.2,9039.36,7,7,10,8,25576,1351.11,26.9915,86.9666
2.87,4.16,2.4,3.62,11586.2,8661.76,7,7,9,9,27203,1232.9,27.791,86.8398
2.35,3.48,2.54,4.28,11586.2,9367.04,6,7,9,9,26615,1232.9,30.784,86.3956
0.48,4.71,1.62,2.34,11586.2,10767.4,5,7,8,8,17486,2066.06,43.0699,84.9371
4.77,3.82,4.18,1.34,11586.2,9591.04,7,7,9,8,21207,1467.63,31.4755,86.2991
4.08,0.74,1.48,0.23,11586.2,9359.36,6,5,8,5,7933,9595.52,95.0885,81.4976
2.04,4.83,0.35,0.8,11586.2,11504.6,5,7,7,6,9502,5591.1,81.3864,82.1733
2.45,3.4,4.14,1.98,11586.2,10662.4,6,7,9,8,20619,1504.38,34.4673,85.9048
2.81,4.55,1.02,5.35,11586.2,10616.3,6,7,8,9,23913,1614.88,36.7337,85.6282
0.78,0.92,2.54,1.1,11586.2,11049,5,6,8,7,11789,3751.25,57.2069,83.7044
5.36,4.29,0.12,3.37,11586.2,11453.4,6,7,6,8,15621,5328.48,70.1797,82.8167
3.84,3.33,1.59,4.22,11586.2,9774.08,7,7,8,9,24501,1578.88,33.7538,85.9956
1.36,1.92,4.76,4.95,11586.2,11274.2,6,7,9,9,26615,1232.9,30.784,86.3956
4.13,4.19,3.64,4.93,11586.2,11449.6,7,7,9,9,27203,1232.9,27.791,86.8398
0.96,2.7,2.4,1.11,11586.2,11335.7,5,7,8,7,13086,3499.63,51.2507,84.1818
2.58,0.55,2.02,5.51,11586.2,11566.1,6,5,8,9,21902,2260.23,54.4708,83.9172
4.19,4.22,1.58,1,11586.2,10565.1,6,7,8,7,13517,3651.63,48.5953,84.4129
1.26,2.88,5.14,5.21,11586.2,9763.84,6,7,10,9,30984,1076.34,26.3062,87.0783
0.22,1.62,4.61,0.65,11586.2,9267.2,4,6,9,7,14345,3147.12,57.271,83.6995
1.17,1.34,3.06,3.99,11586.2,8890.88,6,6,9,9,25318,1556.83,36.6919,85.6331
0.26,1.5,3.79,1.82,11586.2,9277.44,5,6,9,8,18891,1806.92,43.0277,84.9414
5.31,5.09,0.16,1.3,11586.2,10601,6,7,6,7,11221,6649.22,77.9992,82.3579
0.95,3,0.93,4.41,11586.2,8442.88,5,7,8,9,23482,1515.08,39.3912,85.3248
1.67,0.26,4.39,3.05,11586.2,8578.56,6,5,9,9,24604,1556.83,48.3598,84.434
2.73,4.18,1.76,4.27,11586.2,10816,6,7,8,9,23913,1614.88,36.7337,85.6282
4.7,3.17,2.81,1.75,11586.2,8686.08,7,7,9,8,21207,1467.63,31.4755,86.2991
3.43,3.36,0.37,3.91,11586.2,7678.72,7,7,7,9,22883,2976.3,47.5369,84.5085
1.48,5.44,0.68,4.27,11586.2,8929.28,6,7,8,9,23913,1614.88,36.7337,85.6282
5.27,1.85,1.35,1.63,11586.2,8672,7,6,8,8,17208,2250.42,43.3784,84.9061
3.57,2.76,1.65,3.32,11586.2,10359,7,7,9,8,21207,1467.63,31.4755,86.2991
4.02,5.21,0.69,1.76,11586.2,8199.68,7,7,8,8,18505,2066.06,37.4279,85.5469
5,3.06,4.7,0.48,11586.2,10951.7,7,7,9,6,14841,5463.09,56.0592,83.7924
4.13,3.33,5.04,1.91,11586.2,11306.2,7,7,9,8,21207,1467.63,31.4755,86.2991
4.6,3.79,2.07,0.08,11586.2,10608.6,6,6,8,5,8647,9506.69,83.3993,82.0672
5.31,1.25,0.6,4.04,11586.2,11462.4,7,6,8,8,17208,2250.42,43.3784,84.9061
1.28,3.92,1.15,5.36,11586.2,10506.2,5,7,8,9,23482,1515.08,39.3912,85.3248
0.89,4.83,1.49,2.35,11586.2,10793,5,7,8,8,17486,2066.06,43.0699,84.9371
5.3,0.74,3.8,5.38,11586.2,10836.5,7,6,9,9,25906,1556.83,33.7102,86.0012
0.2,4.81,2.15,3.3,11586.2,11525.1,5,7,9,8,20188,1515.58,37.0882,85.5865
1.79,1.26,0.74,3.76,11586.2,10964.5,6,6,8,8,16620,2145.77,46.3457,84.6187
4.74,1.33,5.29,2.37,11586.2,9530.88,7,6,10,8,24279,1561.51,32.9258,86.1035
3.83,1.57,3.32,0.09,11586.2,10862.1,6,6,8,5,8647,9506.69,83.3993,82.0672
2.71,2.32,4.6,3.22,11586.2,9542.4,7,7,9,9,27203,1232.9,27.791,86.8398
3.61,2.35,5.25,5.53,11586.2,10016,7,7,10,9,31572,1076.34,23.3232,87.601
4.62,2.53,3.76,3.41,11586.2,9228.8,7,7,9,9,27203,1232.9,27.791,86.8398
1.7,0.12,4.07,4.78,11586.2,9989.12,6,4,9,9,24175,3480.35,60.5363,83.4587
1.33,1.82,0.96,0.59,11586.2,11310.1,5,6,7,6,8205,5702.55,87.2526,81.8711
2.85,3.5,1.39,1.33,11586.2,10816,6,7,8,7,13517,3651.63,48.5953,84.4129
2.05,1.11,3.46,3.59,11586.2,8880.64,6,6,9,9,25318,1556.83,36.6919,85.6331
3.9,4.4,1.68,3.21,11586.2,11046.4,7,7,9,8,21207,1467.63,31.4755,86.2991
0.65,5.2,3.22,5.32,11586.2,10409,5,8,9,9,28834,1197.35,29.2929,86.6112
2.73,1.22,0.6,0.06,11586.2,10286.1,5,5,7,3,4409,27702.2,171.596,78.9338
3.75,0.55,5.3,4.76,11586.2,11344.6,7,6,9,9,25906,1556.83,33.7102,86.0012
1.97,3.08,1.55,1.28,11586.2,11002.9,5,7,8,7,13086,3499.63,51.2507,84.1818
2.35,2.95,2.91,1.51,11586.2,11276.8,6,7,9,7,16219,2794.42,42.8156,84.9628
1.3,3.72,1.24,3.58,11586.2,8442.88,6,7,8,9,23913,1614.88,36.7337,85.6282
4.11,3.09,2.47,3.17,11586.2,11129.6,7,7,9,8,21207,1467.63,31.4755,86.2991
1.66,1.91,1.79,1.78,11586.2,9692.16,6,6,8,8,16620,2145.77,46.3457,84.6187
3.7,3.41,2.54,3.68,11586.2,8588.8,7,7,9,9,27203,1232.9,27.791,86.8398
5.23,1.42,5.32,5.17,11586.2,10141.4,7,6,10,9,30275,1166.01,29.2498,86.6176
2.38,3.73,5.42,4.76,11586.2,10168.3,6,7,10,9,30984,1076.34,26.3062,87.0783
1.66,1.14,0.99,4.89,11586.2,8627.2,6,6,8,9,22616,1839.21,42.6652,84.9781
5.06,4.64,3.7,1.02,11586.2,10990.1,7,7,9,7,16807,2779.82,39.8222,85.2776
1.97,0.48,4.61,1.78,11586.2,9853.44,6,5,9,8,18608,1987.22,52.1213,84.1087
2.95,0.67,3.28,4.32,11586.2,9223.68,6,6,9,9,25318,1556.83,36.6919,85.6331
1.72,2.76,5.08,3.41,11586.2,11438.1,6,7,10,8,24988,1441.18,29.9733,86.5115
3.03,2.26,5.47,4.99,11586.2,9455.36,7,7,10,9,31572,1076.34,23.3232,87.601
5.06,0.84,1.69,1,11586.2,10572.8,6,5,8,7,11506,3323.84,66.2824,83.0649
4.9,3.23,0.84,4.24,11586.2,8343.04,7,7,8,9,24501,1578.88,33.7538,85.9956
3.23,2.91,2.87,4.24,11586.2,9597.44,6,7,9,9,26615,1232.9,30.784,86.3956
3.5,0.24,1.9,5.43,11586.2,10839,6,5,8,9,21902,2260.23,54.4708,83.9172
0.51,0.25,0.01,1.14,11586.2,11540.5,4,4,3,6,5469,20466.1,204.113,78.1801
1.61,4.86,2.04,2.56,11586.2,10232.3,6,7,9,8,20619,1504.38,34.4673,85.9048
3.18,0.03,0.29,3.45,11586.2,9313.28,6,3,7,8,13672,4654.06,93.8113,81.5563
2.43,0.3,3.98,0.84,11586.2,9989.12,5,4,9,7,13348,4166.31,75.2019,82.5166
2.67,0.83,4.47,0.19,11586.2,10757.1,5,5,9,5,10204,9649.3,91.9328,81.6441
2.8,1.67,4.43,2.5,11586.2,11228.2,6,7,9,8,20619,1504.38,34.4673,85.9048
1.51,3.1,1.22,1.27,11586.2,10060.8,5,7,8,7,13086,3499.63,51.2507,84.1818
2.37,3.81,0.98,2.56,11586.2,9807.36,6,7,8,8,17917,2066.06,40.4065,85.2143
3.36,2.16,4.8,1.83,11586.2,10629.1,6,7,9,8,20619,1504.38,34.4673,85.9048
5.25,4.65,4.65,4.12,11586.2,9652.48,7,7,10,9,31572,1076.34,23.3232,87.601
0.41,5.11,0.6,4.22,11586.2,8376.32,5,7,8,9,23482,1515.08,39.3912,85.3248
1.87,1.49,3.63,1.91,11586.2,9633.28,6,6,9,8,19322,1632.33,40.3828,85.2169
0.65,4.83,3.14,1.45,11586.2,8990.72,5,7,9,8,20188,1515.58,37.0882,85.5865
3.48,1.03,3.54,2.28,11586.2,10240,6,6,9,8,19322,1632.33,40.3828,85.2169
1.4,5.34,0.81,2.9,11586.2,11049,5,7,8,8,17486,2066.06,43.0699,84.9371
4.41,3.66,1.91,0.83,11586.2,10314.2,6,7,8,7,13517,3651.63,48.5953,84.4129
3.22,1,0.9,4.14,11586.2,7930.88,6,6,8,9,22616,1839.21,42.6652,84.9781
0.57,1.1,3.2,2.07,11586.2,8934.4,5,6,9,8,18891,1806.92,43.0277,84.9414
2.38,0.01,2.62,2.29,11586.2,10746.9,6,3,8,8,15290,5132.22,80.2293,82.2355
2.33,5.42,0.95,4.84,11586.2,10273.3,6,7,8,9,23913,1614.88,36.7337,85.6282
4.86,1.97,5.09,3.57,11586.2,10498.6,7,7,9,9,27203,1232.9,27.791,86.8398
1.31,0.03,4.8,3.78,11586.2,9244.16,6,4,9,9,24175,3480.35,60.5363,83.4587
4.81,2.16,2.88,4.16,11586.2,8930.56,7,7,9,9,27203,1232.9,27.791,86.8398
3.7,3.24,2.28,1.93,11586.2,11228.2,6,7,8,8,17917,2066.06,40.4065,85.2143
2.52,3.24,1.12,2.18,11586.2,9062.4,6,7,8,8,17917,2066.06,40.4065,85.2143
4.9,1.03,3.33,4.79,11586.2,9996.8,7,6,9,9,25906,1556.83,33.7102,86.0012
0.77,1.22,1.36,3.4,11586.2,11392,5,6,8,8,16189,2378.42,49.033,84.374
0.37,4.77,3.34,0.78,11586.2,9246.72,5,7,9,7,15788,2875.82,45.4287,84.7055
0.49,3.17,2.8,4.69,11586.2,9543.68,5,7,9,9,26184,1232.9,33.3991,86.0415
1.11,2,2.51,0.98,11586.2,9200.64,5,6,9,7,14491,3147.12,51.3612,84.1725
5.43,3.89,0.26,5.12,11586.2,8994.56,7,7,7,9,22883,2976.3,47.5369,84.5085
3.05,4.74,0.97,1.78,11586.2,8839.68,6,7,8,8,17917,2066.06,40.4065,85.2143
1.23,3.4,1.9,3.2,11586.2,10554.9,6,7,9,8,20619,1504.38,34.4673,85.9048
2.45,3.23,2.37,0.71,11586.2,10042.9,6,7,8,7,13517,3651.63,48.5953,84.4129
5.21,3.1,1.99,2.19,11586.2,10814.7,7,7,8,8,18505,2066.06,37.4279,85.5469
2.43,5.11,3.36,5.35,11586.2,10538.2,7,8,9,9,29853,1197.35,23.6746,87.536
1,4.43,3.07,3.57,11586.2,9579.52,5,7,9,9,26184,1232.9,33.3991,86.0415
3.54,3.95,4.93,2.01,11586.2,9116.16,7,7,10,8,25576,1351.11,26.9915,86.9666
3.34,1.13,5.09,3.08,11586.2,10498.6,7,6,10,8,24279,1561.51,32.9258,86.1035
0.09,3.54,4.37,4.42,11586.2,10905.6,4,7,9,9,26038,1297.38,39.3551,85.3288
2.81,4.9,0.96,3.9,11586.2,9187.84,6,7,8,9,23913,1614.88,36.7337,85.6282
4.18,2.55,3.34,2.27,11586.2,10444.8,6,7,9,8,20619,1504.38,34.4673,85.9048
3.98,2.72,4.33,4.11,11586.2,10544.6,7,7,9,9,27203,1232.9,27.791,86.8398
0.2,0.27,5.2,2.16,11586.2,10506.2,4,5,9,8,18031,2109.48,60.6651,83.4494
1.02,5.24,2.96,0.17,11586.2,9021.44,5,7,9,5,12215,9324.57,74.5006,82.5572
4.57,3.22,4.48,2.79,11586.2,10241.3,7,7,10,8,25576,1351.11,26.9915,86.9666
4.55,4.21,5.37,2.72,11586.2,11057.9,7,7,10,8,25576,1351.11,26.9915,86.9666
2.77,4.27,1,5.33,11586.2,10401.3,6,7,8,9,23913,1614.88,36.7337,85.6282
1.88,2.41,3.45,0.36,11586.2,9912.32,5,6,9,6,12525,5390.5,67.6219,82.978
3.63,3.35,0.21,0.45,11586.2,10695.7,5,6,6,6,7527,8252.06,103.014,81.1499
2.11,3.23,1.17,1.55,11586.2,11479,5,7,8,7,13086,3499.63,51.2507,84.1818
1.05,0.18,3.67,1.41,11586.2,10808.3,5,4,9,7,13348,4166.31,75.2019,82.5166
3.92,4.27,1.85,0.31,11586.2,9518.08,6,7,8,6,11551,5619.68,65.0014,83.1496
1.13,5.4,4.7,5.27,11586.2,10857,6,7,10,9,30984,1076.34,26.3062,87.0783
2.67,3.2,0.76,1.29,11586.2,10718.7,6,7,7,7,11899,3777.34,62.0594,83.3508
1.22,1.81,2.8,0.86,11586.2,8867.84,5,6,9,7,14491,3147.12,51.3612,84.1725
1.12,0.9,3.47,4.35,11586.2,9502.72,5,6,9,9,24887,1556.83,39.331,85.3315
1.35,4.67,4.28,3.35,11586.2,10549.8,6,7,9,9,26615,1232.9,30.784,86.3956
0.68,0.88,1.61,0.04,11586.2,11366.4,5,5,7,3,4409,27702.2,171.596,78.9338
3.4,4.53,2.49,0.9,11586.2,9425.92,6,7,9,7,16219,2794.42,42.8156,84.9628
1.24,2.56,2.62,3.04,11586.2,10854.4,5,7,9,8,20188,1515.58,37.0882,85.5865
1.81,1.24,5.35,4.87,11586.2,9459.2,6,6,10,9,29687,1227.67,32.2215,86.1974
1.83,0.11,4.26,2.7,11586.2,11279.4,5,4,9,8,17748,2834.36,66.9621,83.0205
4.08,5.24,0.27,1.86,11586.2,8120.32,7,7,7,8,16887,3219.93,51.503,84.1605
5.16,0.45,2.92,1.2,11586.2,9487.36,7,5,9,7,14796,3236.06,57.3564,83.693
4.51,2.87,2.5,4.79,11586.2,9511.68,7,7,9,9,27203,1232.9,27.791,86.8398
2.31,1.72,2.51,4.86,11586.2,9899.52,6,6,9,9,25318,1556.83,36.6919,85.6331
4.48,0.85,1.32,0.12,11586.2,10260.5,6,5,7,5,6315,9456.59,108.058,80.9423
4.2,0.32,0.08,1.82,11586.2,11151.4,6,4,5,7,8316,10784.8,131.293,80.0964
5.34,3.92,2.01,5.25,11586.2,10124.8,7,7,9,9,27203,1232.9,27.791,86.8398
1.91,2.06,0.83,4.94,11586.2,9356.8,6,6,8,9,22616,1839.21,42.6652,84.9781
1.46,2.15,3.92,4.71,11586.2,10311.7,6,7,9,9,26615,1232.9,30.784,86.3956
3.97,0.97,1.61,3.24,11586.2,11434.2,7,6,8,8,17208,2250.42,43.3784,84.9061
0.66,4.72,1.64,1.39,11586.2,8960,5,7,8,8,17486,2066.06,43.0699,84.9371
3.97,0.22,2.41,3.69,11586.2,11491.8,6,5,9,8,18608,1987.22,52.1213,84.1087
5.4,4.65,2.63,2.23,11586.2,10332.2,7,7,9,8,21207,1467.63,31.4755,86.2991
2.21,1.74,2.9,0.1,11586.2,10490.9,5,6,8,5,8216,9426.69,86.0762,81.93
4.98,4.32,3.12,2.18,11586.2,10508.8,7,7,9,8,21207,1467.63,31.4755,86.2991
4.69,2.5,0.37,2.88,11586.2,11174.4,6,6,7,8,15002,3306.04,60.3377,83.4729
2.5,3.42,1.31,3.12,11586.2,11463.7,6,7,8,8,17917,2066.06,40.4065,85.2143
3.54,4.01,1.12,3.96,11586.2,8855.04,7,7,8,9,24501,1578.88,33.7538,85.9956
3.58,0.3,3.41,4.11,11586.2,8773.12,7,5,9,9,25192,1556.83,45.3751,84.7107
1.09,0.67,4.73,2.54,11586.2,11289.6,5,6,9,8,18891,1806.92,43.0277,84.9414
4.44,1.19,5.29,2.85,11586.2,10332.2,7,6,10,8,24279,1561.51,32.9258,86.1035
5,0.23,1.96,4.85,11586.2,10091.5,7,5,8,9,22490,2292.23,51.4992,84.1608
2.98,2.54,1.61,4.43,11586.2,9896.96,6,7,8,9,23913,1614.88,36.7337,85.6282
2.86,4.28,1.89,2.21,11586.2,11320.3,6,7,8,8,17917,2066.06,40.4065,85.2143
0.6,4.84,1.54,5,11586.2,11059.2,5,7,8,9,23482,1515.08,39.3912,85.3248
1.96,5.5,3.12,4.45,11586.2,11069.4,6,7,9,9,26615,1232.9,30.784,86.3956
1.63,4.4,1.71,3.92,11586.2,10186.2,6,7,8,9,23913,1614.88,36.7337,85.6282
1.75,5.32,4.27,2.56,11586.2,11425.3,6,8,9,8,23269,1516.84,30.3384,86.4589
1.59,2.56,1.61,0.65,11586.2,9395.2,5,6,8,7,11789,3751.25,57.2069,83.7044
4.64,5.42,2.67,2.41,11586.2,11038.7,7,7,9,8,21207,1467.63,31.4755,86.2991
2.98,0.7,4.05,4.97,11586.2,10716.2,6,6,9,9,25318,1556.83,36.6919,85.6331
2.17,1.11,1.56,2.83,11586.2,11238.4,5,6,8,8,16189,2378.42,49.033,84.374
5.4,1.36,2.07,3.87,11586.2,8166.4,7,6,9,9,25906,1556.83,33.7102,86.0012
4.3,1.31,4.93,4.75,11586.2,9280,7,6,10,9,30275,1166.01,29.2498,86.6176
2.98,2.69,1.39,2.03,11586.2,9144.32,6,7,8,8,17917,2066.06,40.4065,85.2143
1.57,5.32,2.02,4.09,11586.2,9382.4,6,7,9,9,26615,1232.9,30.784,86.3956
0.95,4.16,0.97,3.85,11586.2,8545.28,5,7,8,9,23482,1515.08,39.3912,85.3248
